action_type,combined_shot_type,game_event_id,game_id,lat,loc_x,loc_y,lon,minutes_remaining,period,playoffs,season,seconds_remaining,shot_distance,shot_made_flag,shot_type,shot_zone_area,shot_zone_basic,shot_zone_range,team_id,team_name,game_date,matchup,opponent,shot_id,resultado,cor
Pullup Jump shot,Jump Shot,13,40700312,33.9863,1,58,-118.2688,9,1,1,2007-08,59,5,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2008-05-23,LAL vs. SAS,SAS,28273,Cesta,green
Jump Bank Shot,Jump Shot,27,40700312,33.8503,3,194,-118.2668,7,1,1,2007-08,54,19,1.0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2008-05-23,LAL vs. SAS,SAS,28274,Cesta,green
Dunk Shot,Dunk,82,40700312,34.0443,0,0,-118.2698,2,1,1,2007-08,29,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2008-05-23,LAL vs. SAS,SAS,28276,Cesta,green
Pullup Jump shot,Jump Shot,93,40700312,33.8323,-10,212,-118.2798,1,1,1,2007-08,16,21,1.0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2008-05-23,LAL vs. SAS,SAS,28278,Cesta,green
Jump Shot,Jump Shot,180,40700312,33.8433,-23,201,-118.2928,6,2,1,2007-08,7,20,1.0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2008-05-23,LAL vs. SAS,SAS,28280,Cesta,green
Driving Layup Shot,Layup,252,40700312,34.0133,29,31,-118.2408,11,3,1,2007-08,13,4,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2008-05-23,LAL vs. SAS,SAS,28284,Cesta,green
Jump Shot,Jump Shot,254,40700312,33.8483,47,196,-118.2228,10,3,1,2007-08,38,20,1.0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2008-05-23,LAL vs. SAS,SAS,28285,Cesta,green
Jump Shot,Jump Shot,22,40700313,33.9093,153,135,-118.1168,9,1,1,2007-08,46,20,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2008-05-25,LAL @ SAS,SAS,28291,Cesta,green
Jump Shot,Jump Shot,30,40700313,33.8553,69,189,-118.2008,9,1,1,2007-08,12,20,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2008-05-25,LAL @ SAS,SAS,28292,Cesta,green
Driving Dunk Shot,Dunk,61,40700313,34.0453,-6,-1,-118.2758,4,1,1,2007-08,57,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2008-05-25,LAL @ SAS,SAS,28294,Cesta,green
Driving Layup Shot,Layup,142,40700313,34.0393,0,5,-118.2698,8,2,1,2007-08,19,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2008-05-25,LAL @ SAS,SAS,28297,Cesta,green
Jump Shot,Jump Shot,146,40700313,33.9753,167,69,-118.1028,7,2,1,2007-08,13,18,1.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2008-05-25,LAL @ SAS,SAS,28298,Cesta,green
Driving Slam Dunk Shot,Dunk,304,40700313,34.0363,-5,8,-118.2748,2,3,1,2007-08,53,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2008-05-25,LAL @ SAS,SAS,28303,Cesta,green
Turnaround Fadeaway shot,Jump Shot,312,40700313,34.0453,-82,-1,-118.3518,0,3,1,2007-08,57,8,1.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2008-05-25,LAL @ SAS,SAS,28305,Cesta,green
Jump Shot,Jump Shot,18,40700314,33.9013,-158,143,-118.4278,9,1,1,2007-08,10,21,1.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2008-05-27,LAL @ SAS,SAS,28313,Cesta,green
Layup Shot,Layup,22,40700314,34.0533,0,-9,-118.2698,8,1,1,2007-08,43,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2008-05-27,LAL @ SAS,SAS,28314,Cesta,green
Jump Shot,Jump Shot,48,40700314,34.0443,-146,0,-118.4158,5,1,1,2007-08,55,14,1.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2008-05-27,LAL @ SAS,SAS,28315,Cesta,green
Jump Shot,Jump Shot,56,40700314,33.9603,-135,84,-118.4048,5,1,1,2007-08,6,15,1.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2008-05-27,LAL @ SAS,SAS,28316,Cesta,green
Jump Shot,Jump Shot,224,40700314,33.9063,136,138,-118.1338,1,2,1,2007-08,29,19,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2008-05-27,LAL @ SAS,SAS,28322,Cesta,green
Jump Shot,Jump Shot,243,40700314,33.9013,90,143,-118.1798,0,2,1,2007-08,1,16,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2008-05-27,LAL @ SAS,SAS,28323,Cesta,green
Driving Layup Shot,Layup,257,40700314,34.0263,-20,18,-118.2898,10,3,1,2007-08,33,2,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2008-05-27,LAL @ SAS,SAS,28325,Cesta,green
Layup Shot,Layup,263,40700314,34.0323,0,12,-118.2698,10,3,1,2007-08,6,1,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2008-05-27,LAL @ SAS,SAS,28326,Cesta,green
Reverse Slam Dunk Shot,Dunk,305,40700314,34.0323,0,12,-118.2698,3,3,1,2007-08,28,1,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2008-05-27,LAL @ SAS,SAS,28329,Cesta,green
Driving Dunk Shot,Dunk,332,40700314,34.0243,3,20,-118.2668,1,3,1,2007-08,12,2,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2008-05-27,LAL @ SAS,SAS,28332,Cesta,green
Jump Shot,Jump Shot,368,40700314,33.9043,-161,140,-118.4308,9,4,1,2007-08,47,21,1.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2008-05-27,LAL @ SAS,SAS,28333,Cesta,green
Jump Shot,Jump Shot,373,40700314,33.9803,-202,64,-118.4718,8,4,1,2007-08,31,21,1.0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2008-05-27,LAL @ SAS,SAS,28334,Cesta,green
Dunk Shot,Dunk,418,40700314,34.0343,-6,10,-118.2758,3,4,1,2007-08,29,1,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2008-05-27,LAL @ SAS,SAS,28338,Cesta,green
Driving Jump shot,Jump Shot,25,40700315,33.9123,67,132,-118.2028,9,1,1,2007-08,4,14,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2008-05-29,LAL vs. SAS,SAS,28343,Cesta,green
Driving Layup Shot,Layup,34,40700315,34.0443,0,0,-118.2698,7,1,1,2007-08,22,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2008-05-29,LAL vs. SAS,SAS,28344,Cesta,green
Driving Layup Shot,Layup,175,40700315,34.0443,0,0,-118.2698,5,2,1,2007-08,33,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2008-05-29,LAL vs. SAS,SAS,28348,Cesta,green
Jump Shot,Jump Shot,194,40700315,33.9683,146,76,-118.1238,3,2,1,2007-08,38,16,1.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2008-05-29,LAL vs. SAS,SAS,28349,Cesta,green
Driving Finger Roll Layup Shot,Layup,212,40700315,34.0443,0,0,-118.2698,2,2,1,2007-08,12,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2008-05-29,LAL vs. SAS,SAS,28351,Cesta,green
Driving Layup Shot,Layup,238,40700315,34.0443,0,0,-118.2698,0,2,1,2007-08,5,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2008-05-29,LAL vs. SAS,SAS,28352,Cesta,green
Pullup Jump shot,Jump Shot,264,40700315,33.9163,16,128,-118.2538,8,3,1,2007-08,46,12,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2008-05-29,LAL vs. SAS,SAS,28354,Cesta,green
Jump Shot,Jump Shot,297,40700315,33.9113,59,133,-118.2108,5,3,1,2007-08,19,14,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2008-05-29,LAL vs. SAS,SAS,28357,Cesta,green
Jump Shot,Jump Shot,327,40700315,33.9443,34,100,-118.2358,1,3,1,2007-08,11,10,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2008-05-29,LAL vs. SAS,SAS,28360,Cesta,green
Driving Layup Shot,Layup,377,40700315,34.0443,0,0,-118.2698,8,4,1,2007-08,32,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2008-05-29,LAL vs. SAS,SAS,28363,Cesta,green
Jump Shot,Jump Shot,384,40700315,33.9273,-21,117,-118.2908,7,4,1,2007-08,58,11,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2008-05-29,LAL vs. SAS,SAS,28364,Cesta,green
Running Jump Shot,Jump Shot,427,40700315,33.9673,6,77,-118.2638,3,4,1,2007-08,32,7,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2008-05-29,LAL vs. SAS,SAS,28368,Cesta,green
Fadeaway Jump Shot,Jump Shot,436,40700315,33.9043,38,140,-118.2318,2,4,1,2007-08,22,14,1.0,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2008-05-29,LAL vs. SAS,SAS,28370,Cesta,green
Driving Layup Shot,Layup,439,40700315,34.0443,0,0,-118.2698,1,4,1,2007-08,47,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2008-05-29,LAL vs. SAS,SAS,28371,Cesta,green
Jump Shot,Jump Shot,58,40700401,33.9063,-126,138,-118.3958,5,1,1,2007-08,12,18,1.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2008-06-05,LAL @ BOS,BOS,28375,Cesta,green
Fadeaway Jump Shot,Jump Shot,91,40700401,33.9813,80,63,-118.1898,1,1,1,2007-08,18,10,1.0,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2008-06-05,LAL @ BOS,BOS,28379,Cesta,green
Jump Shot,Jump Shot,229,40700401,33.8663,136,178,-118.1338,11,3,1,2007-08,1,22,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2008-06-05,LAL @ BOS,BOS,28382,Cesta,green
Turnaround Jump Shot,Jump Shot,240,40700401,33.9583,100,86,-118.1698,9,3,1,2007-08,1,13,1.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2008-06-05,LAL @ BOS,BOS,28384,Cesta,green
Running Jump Shot,Jump Shot,256,40700401,34.0293,123,15,-118.1468,6,3,1,2007-08,52,12,1.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2008-06-05,LAL @ BOS,BOS,28385,Cesta,green
Alley Oop Dunk Shot,Dunk,311,40700401,34.0423,-6,2,-118.2758,3,3,1,2007-08,7,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2008-06-05,LAL @ BOS,BOS,28389,Cesta,green
Turnaround Fadeaway shot,Jump Shot,316,40700401,34.0323,194,12,-118.0758,2,3,1,2007-08,28,19,1.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2008-06-05,LAL @ BOS,BOS,28390,Cesta,green
Jump Bank Shot,Jump Shot,343,40700401,34.0293,-122,15,-118.3918,11,4,1,2007-08,46,12,1.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2008-06-05,LAL @ BOS,BOS,28392,Cesta,green
Running Bank shot,Bank Shot,22,40700402,33.9863,77,58,-118.1928,9,1,1,2007-08,50,9,1.0,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2008-06-08,LAL @ BOS,BOS,28400,Cesta,green
Jump Shot,Jump Shot,136,40700402,34.0013,189,43,-118.0808,9,2,1,2007-08,23,19,1.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2008-06-08,LAL @ BOS,BOS,28402,Cesta,green
Turnaround Fadeaway shot,Jump Shot,152,40700402,33.9603,-84,84,-118.3538,7,2,1,2007-08,34,11,1.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2008-06-08,LAL @ BOS,BOS,28403,Cesta,green
Pullup Jump shot,Jump Shot,155,40700402,33.8383,6,206,-118.2638,7,2,1,2007-08,6,20,1.0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2008-06-08,LAL @ BOS,BOS,28404,Cesta,green
Layup Shot,Layup,249,40700402,34.0443,-2,0,-118.2718,9,3,1,2007-08,0,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2008-06-08,LAL @ BOS,BOS,28409,Cesta,green
Running Bank shot,Bank Shot,278,40700402,34.0113,89,33,-118.1808,6,3,1,2007-08,59,9,1.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2008-06-08,LAL @ BOS,BOS,28410,Cesta,green
Fadeaway Jump Shot,Jump Shot,292,40700402,33.8893,66,155,-118.2038,5,3,1,2007-08,5,16,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2008-06-08,LAL @ BOS,BOS,28411,Cesta,green
Jump Shot,Jump Shot,368,40700402,33.8603,-5,184,-118.2748,7,4,1,2007-08,40,18,1.0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2008-06-08,LAL @ BOS,BOS,28415,Cesta,green
Running Jump Shot,Jump Shot,421,40700402,34.0343,80,10,-118.1898,2,4,1,2007-08,19,8,1.0,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2008-06-08,LAL @ BOS,BOS,28419,Cesta,green
Running Jump Shot,Jump Shot,423,40700402,33.9903,-75,54,-118.3448,1,4,1,2007-08,50,9,1.0,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2008-06-08,LAL @ BOS,BOS,28420,Cesta,green
Driving Layup Shot,Layup,29,40700403,34.0443,0,0,-118.2698,9,1,1,2007-08,25,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2008-06-10,LAL vs. BOS,BOS,28422,Cesta,green
Pullup Jump shot,Jump Shot,68,40700403,33.9263,-67,118,-118.3368,5,1,1,2007-08,29,13,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2008-06-10,LAL vs. BOS,BOS,28425,Cesta,green
Jump Shot,Jump Shot,204,40700403,33.9193,-140,125,-118.4098,4,2,1,2007-08,1,18,1.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2008-06-10,LAL vs. BOS,BOS,28430,Cesta,green
Running Bank shot,Bank Shot,275,40700403,34.0243,-52,20,-118.3218,10,3,1,2007-08,15,5,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2008-06-10,LAL vs. BOS,BOS,28431,Cesta,green
Turnaround Jump Shot,Jump Shot,281,40700403,33.9273,-21,117,-118.2908,9,3,1,2007-08,15,11,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2008-06-10,LAL vs. BOS,BOS,28433,Cesta,green
Turnaround Jump Shot,Jump Shot,347,40700403,33.9963,-79,48,-118.3488,1,3,1,2007-08,45,9,1.0,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2008-06-10,LAL vs. BOS,BOS,28435,Cesta,green
Jump Shot,Jump Shot,492,40700403,33.8503,3,194,-118.2668,1,4,1,2007-08,6,19,1.0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2008-06-10,LAL vs. BOS,BOS,28439,Cesta,green
Floating Jump shot,Jump Shot,494,40700403,33.9393,-21,105,-118.2908,0,4,1,2007-08,38,10,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2008-06-10,LAL vs. BOS,BOS,28440,Cesta,green
Jump Shot,Jump Shot,289,40700404,34.0063,195,38,-118.0748,8,3,1,2007-08,36,19,1.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2008-06-12,LAL vs. BOS,BOS,28446,Cesta,green
Driving Reverse Layup Shot,Layup,396,40700404,34.0373,20,7,-118.2498,9,4,1,2007-08,32,2,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2008-06-12,LAL vs. BOS,BOS,28454,Cesta,green
Jump Shot,Jump Shot,407,40700404,33.9043,-135,140,-118.4048,7,4,1,2007-08,58,19,1.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2008-06-12,LAL vs. BOS,BOS,28455,Cesta,green
Turnaround Jump Shot,Jump Shot,23,40700405,33.9323,44,112,-118.2258,8,1,1,2007-08,38,12,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2008-06-15,LAL vs. BOS,BOS,28463,Cesta,green
Fadeaway Jump Shot,Jump Shot,281,40700405,33.9953,-43,49,-118.3128,9,3,1,2007-08,26,6,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2008-06-15,LAL vs. BOS,BOS,28474,Cesta,green
Jump Shot,Jump Shot,424,40700405,33.8173,5,227,-118.2648,7,4,1,2007-08,42,22,1.0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2008-06-15,LAL vs. BOS,BOS,28476,Cesta,green
Slam Dunk Shot,Dunk,510,40700405,34.0443,0,0,-118.2698,0,4,1,2007-08,37,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2008-06-15,LAL vs. BOS,BOS,28480,Cesta,green
Jump Shot,Jump Shot,3,40700406,33.9993,-200,45,-118.4698,11,1,1,2007-08,40,20,1.0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2008-06-17,LAL @ BOS,BOS,28481,Cesta,green
Jump Shot,Jump Shot,274,40700406,33.9983,-2,46,-118.2718,7,3,1,2007-08,9,4,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2008-06-17,LAL @ BOS,BOS,28493,Cesta,green
Driving Reverse Layup Shot,Layup,300,40700406,34.0443,-13,0,-118.2828,4,3,1,2007-08,27,1,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2008-06-17,LAL @ BOS,BOS,28496,Cesta,green
Driving Layup Shot,Layup,334,40700406,34.0363,-6,8,-118.2758,2,3,1,2007-08,18,1,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2008-06-17,LAL @ BOS,BOS,28497,Cesta,green
Driving Layup Shot,Layup,83,40800141,34.0443,0,0,-118.2698,2,1,1,2008-09,8,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2009-04-19,LAL vs. UTA,UTA,28504,Cesta,green
Turnaround Fadeaway shot,Jump Shot,208,40800141,33.9203,114,124,-118.1558,4,2,1,2008-09,7,16,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2009-04-19,LAL vs. UTA,UTA,28505,Cesta,green
Turnaround Jump Shot,Jump Shot,225,40800141,33.9093,17,135,-118.2528,3,2,1,2008-09,6,13,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2009-04-19,LAL vs. UTA,UTA,28507,Cesta,green
Turnaround Fadeaway shot,Jump Shot,231,40800141,34.0543,154,-10,-118.1158,2,2,1,2008-09,15,15,1.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2009-04-19,LAL vs. UTA,UTA,28508,Cesta,green
Fadeaway Jump Shot,Jump Shot,495,40800141,33.8713,-4,173,-118.2738,5,4,1,2008-09,29,17,1.0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2009-04-19,LAL vs. UTA,UTA,28515,Cesta,green
Driving Layup Shot,Layup,171,40800142,34.0443,0,0,-118.2698,4,2,1,2008-09,35,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2009-04-21,LAL vs. UTA,UTA,28522,Cesta,green
Jump Shot,Jump Shot,241,40800142,34.0133,116,31,-118.1538,9,3,1,2008-09,33,12,1.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2009-04-21,LAL vs. UTA,UTA,28524,Cesta,green
Fadeaway Jump Shot,Jump Shot,322,40800142,33.8653,80,179,-118.1898,0,3,1,2008-09,57,19,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2009-04-21,LAL vs. UTA,UTA,28530,Cesta,green
Running Hook Shot,Hook Shot,349,40800142,33.9753,39,69,-118.2308,11,4,1,2008-09,0,7,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2009-04-21,LAL vs. UTA,UTA,28531,Cesta,green
Running Bank shot,Bank Shot,356,40800142,33.9843,-103,60,-118.3728,10,4,1,2008-09,33,11,1.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2009-04-21,LAL vs. UTA,UTA,28532,Cesta,green
Jump Shot,Jump Shot,480,40800142,33.9973,-202,47,-118.4718,1,4,1,2008-09,3,20,1.0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2009-04-21,LAL vs. UTA,UTA,28536,Cesta,green
Driving Layup Shot,Layup,217,40800143,34.0443,0,0,-118.2698,4,2,1,2008-09,47,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2009-04-23,LAL @ UTA,UTA,28542,Cesta,green
Jump Shot,Jump Shot,289,40800143,33.9553,4,89,-118.2658,10,3,1,2008-09,45,8,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2009-04-23,LAL @ UTA,UTA,28548,Cesta,green
Layup Shot,Layup,528,40800143,34.0443,0,0,-118.2698,0,4,1,2008-09,28,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2009-04-23,LAL @ UTA,UTA,28559,Cesta,green
Jump Shot,Jump Shot,2,40800144,33.9993,182,45,-118.0878,11,1,1,2008-09,43,18,1.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2009-04-25,LAL @ UTA,UTA,28561,Cesta,green
Jump Shot,Jump Shot,15,40800144,33.8463,21,198,-118.2488,10,1,1,2008-09,14,19,1.0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2009-04-25,LAL @ UTA,UTA,28562,Cesta,green
Fadeaway Jump Shot,Jump Shot,42,40800144,34.0523,157,-8,-118.1128,6,1,1,2008-09,58,15,1.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2009-04-25,LAL @ UTA,UTA,28564,Cesta,green
Driving Layup Shot,Layup,62,40800144,34.0443,0,0,-118.2698,4,1,1,2008-09,27,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2009-04-25,LAL @ UTA,UTA,28567,Cesta,green
Jump Shot,Jump Shot,176,40800144,33.9093,-67,135,-118.3368,6,2,1,2008-09,8,15,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2009-04-25,LAL @ UTA,UTA,28569,Cesta,green
Layup Shot,Layup,181,40800144,34.0443,0,0,-118.2698,5,2,1,2008-09,18,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2009-04-25,LAL @ UTA,UTA,28570,Cesta,green
Jump Shot,Jump Shot,218,40800144,34.0573,-205,-13,-118.4748,2,2,1,2008-09,11,20,1.0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2009-04-25,LAL @ UTA,UTA,28572,Cesta,green
Fadeaway Jump Shot,Jump Shot,265,40800144,34.0723,-174,-28,-118.4438,10,3,1,2008-09,58,17,1.0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2009-04-25,LAL @ UTA,UTA,28574,Cesta,green
Jump Shot,Jump Shot,267,40800144,33.8303,80,214,-118.1898,10,3,1,2008-09,13,22,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2009-04-25,LAL @ UTA,UTA,28575,Cesta,green
Jump Shot,Jump Shot,272,40800144,33.8583,110,186,-118.1598,9,3,1,2008-09,9,21,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2009-04-25,LAL @ UTA,UTA,28576,Cesta,green
